ENG	FR	eng_stem	fr_stem	ratio_similarity
fluor	fluor	fluor	fluor	100
for	pour	for	pour	57
formulator	formulateur	formul	formul	100
fornicator	fornicateur	fornic	forniqu	77
franchisor	franchiseur	franchisor	franchiseur	86
generator	Générateur	gener	géner	80
gladiator	gladiateur	gladiat	gladiateur	82
governor	gouverneur	governor	gouverneur	78
guarantor	garant	guarantor	gar	50
hector	Hector	hector	hector	100
horror	horreur	horror	horreur	77
illustrator	illustrateur	illustr	illustr	100
imitator	imitateur	imit	imit	100
impersonator	imitateur	imperson	imit	33
impostor	imposteur	impostor	imposteur	82
incinerator	incinérateur	inciner	inciner	100
incisor	incisive	incisor	incis	83
incubator	incubateur	incub	incub	100
indicator	indicateur	indic	indiqu	73
indoctrinator	endoctrinateur	indoctrin	endoctrin	89
indoor	intérieur	indoor	intérieur	40
inductor	inducteur	inductor	inducteur	82
inferior	inférieur	inferior	inférieur	71
infiltrator	agent infiltré	infiltr	agent infiltr	70
inheritor	héritier	inheritor	hériti	53
inhibitor	inhibiteur	inhibitor	inhibiteur	84
initiator	initiateur	initi	initi	100
injector	injecteur	injector	injecteur	82
innovator	innovateur	innov	innov	100
inquisitor	inquisiteur	inquisitor	inquisiteur	86
inspector	inspecteur	inspector	inspecteur	84
instigator	instigateur	instig	instig	100
instructor	instructeur	instructor	instructeur	86
insulator	isolant	insul	isol	67
integrator	intégrateur	integr	integr	100
interceptor	intercepteur	interceptor	intercepteur	87
interior	intérieur	interior	intérieur	71
interlocutor	interlocuteur	interlocutor	interlocuteur	88
interrogator	interrogateur	interrog	interrog	100
inventor	inventeur	inventor	inventeur	82
investigator	enquêteur	investig	enquêteur	24
investor	investisseur	investor	investisseur	70
invigilator	surveillant	invigil	surveil	43
isolator	isolateur	isol	isol	100
janitor	concierge	janitor	concierg	40
junior	junior	junior	junior	100
juror	juré	juror	jur	75
languor	langueur	languor	langueur	80
lector	lecteur	lector	lecteur	77
legator	testateur	legat	testateur	43
legislator	législateur	legisl	législ	83
lessor	bailleur	lessor	bailleur	43
liberator	libérateur	liber	liber	100
liquidator	liquidateur	liquid	liquid	100
liquor	alcool	liquor	alcool	33
locator	localisateur	locat	localis	67
luxor	louxor	luxor	louxor	91
major	Majeur	major	majeur	73
malefactor	malfaiteur	malefactor	malfaiteur	70
manipulator	manipulateur	manipul	manipul	100
manor	manoir	manor	manoir	91
matador	matador	matador	matador	100
mayor	maire	mayor	mair	67
mediator	médiateur	mediat	médiateur	67
meditator	méditant	medit	médit	80
mentor	mentor	mentor	mentor	100
metaphor	métaphore	metaphor	métaphor	88
meteor	météore	meteor	météor	67
microprocessor	microprocesseur	microprocessor	microprocesseur	90
minedetector	détecteur de mines	minedetector	détecteur de min	43
minor	mineur	minor	mineur	73
mirror	miroir	mirror	miroir	67
moderator	modérateur	moder	moder	100
modulator	modulateur	modul	modul	100
monitor	surveiller	monitor	surveil	14
moor	lande	moor	land	0
mortgagor	débiteur hypothécaire	mortgagor	débiteur hypothécair	14
motivator	motivateur	motiv	motiv	100
motor	moteur	motor	moteur	73
multiplexor	multiplexeur	multiplexor	multiplexeur	87
multiprocessor	multiprocesseur	multiprocessor	multiprocesseur	90
narrator	narrateur	narrat	narrateur	80
navigator	navigateur	navig	navig	100
negotiator	négociateur	negoti	négoci	67
nominator	proposant	nomin	propos	18
nor	ni	nor	ni	40
numerator	numérateur	numer	numer	100
objector	objecteur	objector	objecteur	82
operator	opérateur	oper	oper	100
oppressor	oppresseur	oppressor	oppresseur	84
or	ou	or	ou	50
orator	orateur	orat	orateur	73
orchestrator	orchestrateur	orchestr	orchestr	100
originator	auteur	origin	auteur	17
oscillator	oscillateur	oscil	oscill	91
outdoor	Extérieur	outdoor	extérieur	25
pallor	pâleur	pallor	pâleur	50
pastor	pasteur	pastor	pasteur	77
perambulator	landau	perambul	landau	29
percolator	percolateur	percol	percol	100
perpetrator	auteur	perpetr	auteur	31
persecutor	persécuteur	persecutor	persécuteur	76
phosphor	phosphore	phosphor	phosphor	100
photoreceptor	photorécepteur	photoreceptor	photorécepteur	81
pollinator	pollinisateur	pollin	pollinis	86
poor	pauvre	poor	pauvr	44
possessor	possesseur	possessor	possesseur	84
posterior	postérieur	posterior	postérieur	74
precursor	précurseur	precursor	précurseur	74
predator	prédateur	predat	prédateur	67
predecessor	prédécesseur	predecessor	prédécesseur	70
predictor	prédicteur	predictor	prédicteur	74
prestidigitator	prestidigitateur	prestidigit	prestidigit	100
pretor	préteur	pretor	préteur	62
prior	avant	prior	avant	0
processor	processeur	processor	processeur	84
procrastinator	procrastinateur	procrastin	procrastin	100
proctor	procureur	proctor	procureur	62
professor	professeur	professor	professeur	84
progenitor	ancêtre	progenitor	ancêtr	12
projector	projecteur	projector	projecteur	84
propagator	propagateur	propag	propag	100
proprietor	propriétaire	proprietor	propriétair	76
prosecutor	procureur	prosecutor	procureur	63
prospector	prospecteur	prospector	prospecteur	86
protector	protecteur	protector	protecteur	84
protestor	protestataire	protestor	protestatair	76
protractor	rapporteur	protractor	rapporteur	40
purveyor	fournisseur	purveyor	fournisseur	42
radiator	radiateur	radiat	radiateur	80
raptor	rapace	raptor	rapac	55
razor	rasoir	razor	rasoir	73
reactor	réacteur	reactor	réacteur	67
receptor	récepteur	receptor	récepteur	71
rector	recteur	rector	recteur	77
reflector	réflecteur	reflector	réflecteur	74
refrigerator	réfrigérateur	refriger	réfriger	88
regulator	régulateur	regul	régul	80
relator	relator	relat	relator	83
replicator	réplicateur	replic	répliqu	62
resistor	résistance	resistor	résist	71
resonator	résonateur	reson	réson	80
respirator	respirateur	respir	respir	100
rigor	rigueur	rigor	rigueur	67
rotator	rotateur	rotat	rotateur	77
rotor	rotor	rotor	rotor	100
sailor	marin	sailor	marin	36
scintillator	scintillateur	scintil	scintill	93
scissor	ciseaux	scissor	ciseau	46
sculptor	sculpteur	sculptor	sculpteur	82
sector	secteur	sector	secteur	77
selector	sélecteur	selector	sélecteur	71
semiconductor	semi-conducteur	semiconductor	semi-conducteur	86
senator	sénateur	senat	sénateur	62
senhor	senhor	senhor	senhor	100
senior	Sénior	senior	sénior	83
sensor	capteur	sensor	capteur	31
separator	séparateur	separ	sépar	80
signor	signataire	signor	signatair	67
simulator	simulateur	simul	simul	100
solicitor	solliciteur	solicitor	solliciteur	80
spectator	spectateur	spectat	spectateur	82
speculator	spéculateur	specul	spécul	83
sponsor	parrainer	sponsor	parrain	29
spoor	trace	spoor	trac	22
squalor	misère noire	squalor	misère noir	33
stator	stator	stator	stator	100
stentor	stentor	stentor	stentor	100
stimulator	stimulateur	stimul	stimul	100
stupor	stupeur	stupor	stupeur	77
subcontractor	sous-traitant	subcontractor	sous-trait	52
subeditor	sous-rédacteur	subeditor	sous-rédacteur	35
successor	successeur	successor	successeur	84
suitor	prétendant	suitor	prétend	15
superconductor	supraconducteur	superconductor	supraconducteur	83
superior	supérieur	superior	supérieur	71
supervisor	superviseur	supervisor	superviseur	86
suppressor	suppresseur	suppressor	suppresseur	86
surveyor	arpenteur	surveyor	arpenteur	24
survivor	survivant	survivor	surviv	86
tabulator	tabulatrice	tabul	tabul	100
tailor	tailleur	tailor	tailleur	71
taylor	taylor	taylor	taylor	100
tenor	ténor	tenor	ténor	80
tensor	tenseur	tensor	tenseur	77
terminator	terminateur	termin	termin	100
terror	la terreur	terror	la terreur	62
therefor	à cet effet	therefor	à cet effet	32
thor	Thor	thor	thor	100
thyristor	thyristor	thyristor	thyristor	100
tormentor	bourreau	tormentor	bourreau	35
torpor	torpeur	torpor	torpeur	77
tractor	tracteur	tractor	tracteur	80
traitor	traitre	traitor	traitr	92
transactor	transacteur	transactor	transacteur	86
transgressor	transgresseur	transgressor	transgresseur	88
transistor	transistor	transistor	transistor	100
translator	traducteur	translat	traducteur	44
trapdoor	trappe	trapdoor	trapp	62
tremor	tremblement	tremor	trembl	67
trisector	trisector	trisector	trisector	100
tutor	tuteur	tutor	tuteur	73
ulterior	ultérieur	ulterior	ultérieur	71
underfloor	au sol	underfloor	au sol	25
vector	vecteur	vector	vecteur	77
vendor	vendeur	vendor	vendeur	77
ventilator	ventilateur	ventil	ventil	100
vibrator	vibreur	vibrat	vibreur	62
vicechancellor	vice chancelier	vicechancellor	vice chanceli	81
victor	Victor	victor	victor	100
violator	violateur	violat	violateur	80
visitor	visiteur	visitor	visiteur	80
visor	visière	visor	visi	67
warrior	guerrier	warrior	guerri	46
windsor	Windsor	windsor	windsor	100
witchdoctor	sorcier	witchdoctor	sorci	25
abolish	abolir	abolish	abol	73
accomplish	accomplir	accomplish	accompl	82
admonish	avertir	admonish	avert	15
amateurish	amateur	amateurish	amateur	82
anguish	angoisse	anguish	angoiss	71
apish	de singe	apish	de sing	17
astonish	étonner	astonish	éton	50
babyish	enfantin	babyish	enfantin	27
banish	bannir	banish	bann	60
bearish	baissier	bearish	baissi	62
biggish	biggish	biggish	biggish	100
blackish	noirâtre	blackish	noirâtr	13
blemish	défaut	blemish	défaut	0
blockish	bloquer	blockish	bloqu	46
blueish	bleuâtre	blueish	bleuâtr	43
bluish	bleuâtre	bluish	bleuâtr	46
bookish	livresque	bookish	livresqu	27
boorish	rustre	boorish	rustr	33
boyish	de garçon	boyish	de garçon	13
brackish	saumâtre	brackish	saumâtr	13
brandish	brandir	brandish	brand	77
british	Britanique	british	britan	62
brownish	brunâtre	brownish	brunâtr	40
brutish	brutal	brutish	brutal	62
bullish	haussier	bullish	haussi	31
catfish	Poisson-chat	catfish	poisson-chat	32
cheapish	bon marché	cheapish	bon march	24
cherish	chérir	cherish	cher	73
childish	puéril	childish	puéril	29
churlish	grossier	churlish	grossi	29
clannish	attaché	clannish	attach	29
clownish	ballot	clownish	ballot	29
codfish	morue	codfish	moru	18
coldish	de sang froid	coldish	de sang froid	20
coquettish	coquette	coquettish	coquet	75
cornish	cornouaillais	cornish	cornouaill	59
crayfish	écrevisse	crayfish	écrev	31
cuttlefish	seiche	cuttlefish	seich	27
dampish	un peu humide	dampish	un peu humid	11
danish	danois	danish	danois	83
darkish	sombre	darkish	sombr	17
deepish	profond	deepish	profond	14
demolish	démolir	demolish	démol	62
devilish	diabolique	devilish	diabol	43
diminish	talon	diminish	talon	15
disestablish	désétablir	disestablish	désétabl	60
dish	plat	dish	plat	0
distinguish	distinguer	distinguish	distingu	84
dogfish	chien de mer	dogfish	chien de m	12
dryish	un peu aride	dryish	un peu arid	12
dwarfish	nabot	dwarfish	nabot	15
elvish	elfique	elvish	elfiqu	50
embellish	embellir	embellish	embel	71
english	Anglais	english	anglais	71
establish	établir	establish	établ	57
extinguish	éteindre	extinguish	éteindr	35
fairish	féerique	fairish	féeriqu	43
famish	affamer	famish	affam	55
fetish	fétiche	fetish	fétich	67
feverish	fébrile	feverish	fébril	43
fiendish	diabolique	fiendish	diabol	29
finish	terminer	finish	termin	33
finnish	finlandais	finnish	finland	57
fish	poisson	fish	poisson	36
flatfish	poisson plat	flatfish	poisson plat	30
flattish	plat	flattish	plat	50
flemish	flamand	flemish	flamand	43
flourish	fleurir	flourish	fleur	62
folkish	folklorique	folkish	folklor	57
foolish	insensé	foolish	insens	31
freakish	bizarre	freakish	bizarr	14
fullish	plein	fullish	plein	33
furnish	fournir	furnish	fourn	67
garish	criard	garish	criard	33
garnish	garnir	garnish	garn	73
ghoulish	macabre	ghoulish	macabr	0
gibberish	charabia	gibberish	charabi	12
girlish	de petite fille	girlish	de petite fill	19
goldfish	poisson rouge	goldfish	poisson roug	30
goodish	bon	goodish	bon	20
greenish	verdâtre	greenish	verdâtr	13
greyish	grisâtre	greyish	grisâtr	57
hashish	haschisch	hashish	haschisch	88
hawkish	belliciste	hawkish	bellic	15
heathenish	païen	heathenish	païen	40
hellish	atroce	hellish	atroc	0
highish	haut de gamme	highish	haut de gamm	21
horseradish	Raifort	horseradish	raifort	22
impish	espiègle	impish	espiegl	31
impoverish	appauvrir	impoverish	appauvr	35
irish	irlandais	irish	irland	36
jellyfish	méduse	jellyfish	médus	14
jewish	juif	jewish	juif	40
kittenish	de chaton	kittenish	de chaton	22
knavish	délirant	knavish	délir	17
languish	languir	languish	languir	80
largish	grandiose	largish	grandios	40
lavish	somptueux	lavish	somptueux	13
leftish	gauchiste	leftish	gauchist	27
lettish	letton	lettish	letton	62
lickerish	libidineux	lickerish	libidin	38
liquorish	liquoreux	liquorish	liquor	80
liverish	grincheux	liverish	grincheux	35
longish	assez long	longish	assez long	47
loutish	grossier	loutish	grossi	31
lowish	faible	lowish	faibl	18
lumpish	pataud	lumpish	pataud	15
lungfish	poumon	lungfish	poumon	29
mawkish	fade	mawkish	fad	20
mobbish	gangbish	mobbish	gangbish	53
modish	à la mode	modish	à la mod	43
monkfish	la lotte	monkfish	la lott	13
monkish	de moine	monkish	de moin	43
newish	nouveau	newish	nouveau	31
nightmarish	cauchemardesque	nightmarish	cauchemardesqu	40
nourish	nourrir	nourish	nourr	67
oafish	lourdaud	oafish	lourdaud	29
ogrish	ogrish	ogrish	ogrish	100
oldish	assez vieux	oldish	assez vi	14
outlandish	bizarre	outlandish	bizarr	12
owlish	chouette	owlish	chouet	17
parish	paroisse	parish	paroiss	77
peckish	petit creux	peckish	petit cr	40
peevish	maussade	peevish	maussad	14
perish	périr	perish	per	67
pettish	maussade	pettish	maussad	14
piggish	goinfre	piggish	goinfr	15
pinkish	rosâtre	pinkish	rosâtr	15
polish	polonais	polish	polon	55
priggish	pharisaïque	priggish	pharisaïqu	44
prudish	prude	prudish	prud	73
publish	publier	publish	publi	83
punish	punir	punish	pun	67
purplish	violacé	purplish	violac	14
quackish	charlatan	quackish	charlatan	12
radish	un radis	radish	un rad	50
rakish	élancé	rakish	élanc	18
ravish	ravir	ravish	rav	67
reddish	rougeâtre	reddish	rougeâtr	27
refinish	refaire	refinish	refair	57
refurbish	remettre à neuf	refurbish	remettre à neuf	25
relinquish	renoncer	relinquish	renonc	38
relish	goût	relish	goût	0
replenish	remplir	replenish	rempl	57
republish	republier	republish	republi	88
roguish	coquin	roguish	coquin	46
roundish	arrondi	roundish	arrond	57
rubbish	déchets	rubbish	déchet	15
scottish	Écossais	scottish	écoss	46
selfish	égoïste	selfish	égoïst	15
sheepish	penaud	sheepish	penaud	14
shellfish	fruits de mer	shellfish	fruits de m	20
shortish	assez petit	shortish	assez pet	24
skirmish	escarmouche	skirmish	escarmouch	44
skittish	ombrageux	skittish	ombrag	0
slavish	servile	slavish	servil	46
slowish	ralentir	slowish	ralent	15
sluggish	paresseux	sluggish	paress	29
smallish	petit	smallish	pet	0
snobbish	snob	snobbish	snob	67
softish	doux	softish	doux	18
soonish	bientôt	soonish	bientôt	14
spanish	Espagnol	spanish	espagnol	53
squarish	carré	squarish	carr	33
squeamish	délicat	squeamish	délicat	12
starfish	étoile de mer	starfish	étoile de m	21
strongish	fort	strongish	fort	15
stylish	élégant	stylish	éleg	18
swedish	suédois	swedish	suédois	57
sweetish	douceâtre	sweetish	douceâtr	25
swish	bruissement	swish	bruissement	25
swordfish	espadon	swordfish	espadon	25
tallish	tallish	tallish	tallish	100
tarnish	ternir	tarnish	tern	55
thickish	épais	thickish	épais	31
thievish	voleur	thievish	voleur	14
thinnish	mince	thinnish	minc	33
thuggish	voyou	thuggish	voyou	15
ticklish	chatouilleux	ticklish	chatouill	35
tigerish	tigré	tigerish	tigr	67
trollish	trollish	trollish	trollish	100
turkish	turc	turkish	turc	55
unselfish	généreux	unselfish	géner	29
vanish	disparaître	vanish	disparaîtr	25
vanquish	vaincre	vanquish	vaincr	43
varnish	vernis	varnish	vern	55
waggish	facétieux	waggish	facéti	31
warmish	chaleureux	warmish	chaleur	29
waspish	grincheux	waspish	grincheux	25
weakish	faible	weakish	faibl	33
whitish	blanchâtre	whitish	blanchâtr	25
wish	souhaiter	wish	souhait	18
wolfish	loup	wolfish	loup	18
womanish	efféminé	womanish	effémin	27
yellowish	jaunâtre	yellowish	jaunâtr	0
yiddish	yiddish	yiddish	yiddish	100
youngish	jeune	youngish	jeun	33
abbreviation	abréviation	abbrevi	abrévi	77
academic	académique	academ	academ	100
acentric	acentrique	acentr	acentr	100
acerbic	acerbe	acerb	acerb	100
acetic	acétique	acet	acet	100
achromatic	achromatique	achromat	achromat	100
acidic	acide	acid	acid	100
acoustic	acoustique	acoust	acoust	100
acrobatic	acrobatique	acrobat	acrobat	100
acrostic	acrostiche	acrost	acrostich	80
acrylic	acrylique	acryl	acryl	100
acyclic	acyclique	acycl	acycl	100
adhoc	ad hoc	adhoc	ad hoc	91
adiabatic	adiabatique	adiabat	adiabat	100
aerobatic	voltige	aerobat	voltig	31
aerobic	aérobique	aerob	aérob	80
aerodynamic	aérodynamique	aerodynam	aérodynam	89
aeronautic	aéronautique	aeronaut	aéronaut	88
aesthetic	esthétique	aesthet	esthet	92
agnostic	agnostique	agnost	agnost	100
agoraphobic	agoraphobe	agoraphob	agoraphob	100
alcoholic	alcoolique	alcohol	alcool	92
alembic	alambic	alemb	alambic	67
algebraic	algébrique	algebra	algebr	92
algorithmic	algorithmique	algorithm	algorithm	100
aliphatic	aliphatique	aliphat	aliphat	100
alkalic	alcaline	alkal	alcalin	67
